KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Türkçe,Greek,Dutch,Vietnamese
mnuDX9Warning,DirectX 9 Is no longer supported in Alpha 8.\nPlease switch to Alpha 7 branch to continue playing Empyrion with DirectX 9.,DirectX 9 wird in Alpha 8 nicht mehr unterstützt\nBitte nutze die Alpha 7 Version um Empyrion mit DirectX9 spielen zu können.,DirectX 9 n'est plus supporté par Alpha 8. \nVeuillez passer à la version Alpha 7 pour continuer à jouer à Empyrion avec DirectX 9.,DirectX 9 non è più supportata in questa versione.\nSi prega di passare alla versione precedente per continuare a giocare a Empyrion con DirectX 9.,,,DirectX9 não é mais suportado na versão Alpha 8.\nTroque para versão Aplha 7 para continuar jogando com Directx 9.,"Od wersji Alpha 8 nie ma wsparcia dla DirectX 9.\nAby kontynuować grę z DirectX 9, prosimy przełączyć się na wersję Alpha 7.","DirectX 9 больше не поддерживается в Alpha 8.\nПерейдите в ветку Alpha 7, чтобы продолжить игру Empyrion с DirectX 9.",DirectX 9はAlpha 8ではサポートされなくなりました。\ n Alpha 7に切り替えて、DirectX 9でEmpyrionのプレイを続行してください。,在Alpha 8测试中DirectX 9不再被支持。\n如果你坚持DirectX 9那么请切换回 Alpha 7版继续你的银河生存。,,,"DirectX 9 artık Alpha 8'de desteklenmiyor.\n Lütfen, DirectX 9 ile Empyrion oynamaya devam etmek için Alpha 7 şubesine geçin.",Το DirectX 9 δεν υποστηρίζεται πλέον στην Alpha 9.\nΠαρακαλώ άλλαξε στην Alpha 7 για να συνεχίζεις να παίζεις το Empyrion με το DirectX 9.,DirectX 9 niet langer ondersteund in Alpha 8.\nSchakel alstublieft over naar Alpha 7 branch om Empyrion te spelen met DirectX 9.,
cpgForcefieldEmitter,Forcefield Emitter,Kraftfeldemitter,Émetteur champ de force,Emettitore di Campo,Emisor de Campo de Fuerza,,Emissor de Campo de Força,Emiter siłowy,Эмиттер силового поля,フォースフィールドエミッター,力场发射器,,,Güç Duvarı,Πομπός Πεδίου,Krachtveld zender,Trường lực từ
rtbRepairProgress,Repair Progress:,Reparaturfortschritt,Statut dommages:,Progressi Riparazione:,Progreso de Reparación:,,Progresso da Reparação:,Postęp naprawy:,Прогресс ремонта:,リペア進捗,维修进度：,,,Tamir İlerlemesi:,Πρόοδος Επισκευής:,Reparatie voortgang,Tiến độ sửa chữa:
inpToggleRun,Toggle Run,Dauerhaft Rennen,Mode « courir »,Alterna Corsa,On/Off Correr,,Alterar o progresso,Przełącz między bieganiem / chodem,Триггер бега,歩行切り替え,切换运行,,,Koşuya Geç,Εναλλαγή σε Τρέξιμο,Rennen schakelen,
RepairBayT2BA,Repair Bay T2,Reparaturplattform T2,Bloc de réparation v2,Piattaforma di Riparazione T2,Bahía de Reparación T2,,Baia de Reparação T2,Platforma naprawcza T2,Ремонтный отсек Т2,リペアベイT2,维修平台 T2,,,Tamirhane T2,Σταθμός Επισκευής Τ2,Reparatie station T2,Gian sửa chữa T2
RepairBayConsole,Repair Console,Reparaturkonsole,Console de réparation,Consolle di Riparazione,Consola de Reparación,,Console de Reparação,Konsola naprawcza,Консоль ремонта,リペアコンソール,维修控制面板,,,Tamirhane Konsolu,Κονσόλα Επισκευής,Reparatie console,Bảng điều khiển sữa chữa
groupMedical,Medicine,Medikamente,Médical,Medicina,Medicina,,Medicina,Medycyna,Медицина,医療品,药物,,,İlaç,Φάρμακα,Medicijnen,Dược phẩm
groupFood,Food,Nahrungsmittel,Nourriture,Cibo,Alimento y medicina,Alimentação e Saúde,Comida,Jedzenie,Еда,食料,食物,食物&醫療,식량 및 의약품,Yemek,Φαγητό,Eten,Thực phẩm
groupFarming,Farming,Pflanzenzucht,Horticole,Coltivazione,Agricultura,,Plantação,Rolnictwo,Фермерство,農耕,作物,,,Çiftçilik,Καλλιέργεια,Landbouw,Nông nghiệp
lblNeeded,Needed,Benötigt,Requis,Necessario,Necesario,,Necessário,Potrzebne,Требуется,必要,必要,,,Gereken,Απαιτείται,Benodigd,
rtbNow,NOW,JETZT,À L'INSTANT,ATTUALE,AHORA,,AGORA,TERAZ,СЕЙЧАС,現在,进行中,,,ŞİMDİ,ΤΩΡΑ,NU,BÂY GIỜ
MushroomBellBrown01Stage1,Mushrooms - Sprout,Pilze - Keim,Pousse de Champignons,Funghi - Germoglio,Hongos - Brotes,,Cogumelo - Muda,Grzyby - pęd,Грибы - росток,キノコの苗,蘑菇 - 嫩芽,,,Mantar- Filiz,Μανιτάρια - Σπόροι,Paddestoelen - Stekje,Nấm - nảy mầm
MushroomBellBrown01Stage2,Mushrooms - Growing,Pilze - Im Wachstumg,Champignons - en croissance,Funghi - In Crescita,Hongos - Cultivo,,Cogumelo - Crescendo,Grzyby - rozwój,Грибы - созревание,キノコ:成長,蘑菇 - 幼体,,,Mantar- Gelişiyor,Μανιτάρια - Μεγαλώνει,Paddestoelen - Groeiend,Nấm - đang trồng
MushroomBellBrown01Stage3,Mushrooms - Harvestable,Pilze - Erntereif,Champignons - récoltable,Funghi - Raccoglibile,Hongos - Cosechables,,Cogumelo - Maduro,Grzyby - dojrzałe,Грибы - созрели,キノコ:成熟,蘑菇 - 可收获,,,Mantarlar- Hasat Edilebilir,Μανιτάρια - Συγκομιδή,Paddestoelen - Oogstbaar,Nấm - có thể thu hoạch
CobraLeavesPlantStage1,Spice - Sprout,Gewürz - Setzling,Pousse de Feuilles de Cobra,Spezia - Germoglio,Especias - Brotes,,Tempero - Muda,Przyprawy - pęd,Специи - росток,スパイスの苗,香料 - 嫩芽,,,Baharat Filiz,Μπαχαρικό - Σπόροι,Specerijen - Stekje,Hương liệu - nảy mầm
CobraLeavesPlantStage2,Spice - Growing,Gewürz - Im Wachstum,Feuilles de Cobra - en croissance,Spezia - In Crescita,Especias - Cultivo,,Tempero - Crescendo,Przyprawy - rozwój,Специи - созревание,スパイス:成長,香料 - 幼体,,,Baharat- Gelişiyor,Μπαχαρικό - Μεγαλώνει,Specerijen - Groeiend,Hương liệu - đang trồng
CobraLeavesPlantStage3,Spice - Harvestable,Gewürz - Erntereif,Feuilles de Cobra - récoltable,Spezia - Raccoglibile,Especias - Cosechables,,Tempero - Maduro,Przyprawy - dojrzałe,Специи - созрели,スパイス:成熟,香料 - 可收获,,,Baharat - Hasat Edilebilir,Μπαχαρικό - Συγκομιδή,Specerijen - Oogstbaar,Hương liệu - có thể thu hoạch
SolarPanelSmallBlocks,Solar Panels (Small),Kleine Solarpanele,Panneaux solaires (petits),Pannelli Solari (Piccoli),Paneles Solares (Pequeño),,Painel Solar (Pequeno),Panele słoneczne (małe),Солнечные панели (Малые),小型ソーラーパネル,太阳能板（小）,,,Güneş Panelleri (Küçük),Ηλικιακό Πάνελ (Μικρό),Zonnepanelen (klein),
SolarPanelSlopeSmall,Solar Panel Slope with Stand (Small),Kleines Solarpanel schräg mit Stütze,Panneau solaire incliné avec support (petit),Pannello Solare Inclinato con Supporto (Piccolo),Panel Solar Inclinado con Soporte (Pequeño),,Painel Solar - Rampa com Suporte (Pequeno),Panele słoneczne - nachylone ze stojakiem (małe),Солнечная панель наклонная с подставкой (Малая),ソーラーパネルスロープスタンド(Small),太阳能板斜坡立式（小）,,,Standlı Güneş Paneli Eğimli (Küçük),Ηλικιακό Πάνελ με Κλίση και στήριγμα (Μικρό),Zonnepaneel helling met standaard (klein),
SolarPanelSlope3Small,Solar Panel Slope (Small),Kleines Solarpanel schräg,Panneau solaire incliné (petit),Pannello Solare Inclinato (Piccolo),Panel Solar Inclinado (Pequeño),,Painel Solar - Rampa (Pequeno),Panele słoneczne - nachylone (małe),Солнечная панель наклонная (Малая),ソーラーパネルスロープ (Small),太阳能板斜坡（小）,,,Güneş Paneli Eğimli (Küçük),Ηλιακό Πάνελ με Κλίση (Μικρό),Zonnepaneel helling (klein),
SolarPanelHorizontalSmall,Solar Panel Horizontal (Small),Kleines Solarpanel horizontal,Panneau solaire horizontal (petit),Pannello Solare Orizzontale (Piccolo),Panel Solar Horizontal (Pequeño),,Painel Solar Horizontal (Pequeno),Panele słoneczne - poziome (małe),Солнечная панель горизонтальная (Малая),水平ソーラーパネル (Small),太阳能板水平（小）,,,Güneş Paneli Yatay (Küçük),Ηλιακό Πάνελ Οριζόντιο (Μικρό),Zonnepaneel horizontaal (klein),
inpRadialWdwSelect,Open Radial Menu,Radialmenü öffnen,Ouvrir menu radian,Apri Menù Radiale,Abrir Menú Radial,,Abrir Menu Radial,Otwórz menu obrotowe,Открыть радиальное меню,詳細メニューを開く,打开放射菜单,,,Radyal Menüyü Aç,Άνοιγμα Κυκλικού Μενού,Open radiaal menu,
igmHVsNotAllowed,Hover Vessels spawning not allowed in this playfield,In diesem Spielfeld dürfen keine Bodengleiter erzeugt werden,Spawn de Hover non autorisé dans cette zone de jeu,La generazione di Hovercraft non è consentita in questo scenario di gioco,No se permite el desove de los Naves de Levitación en este campo de juego,,Naves Planadoras não podem ser criadas neste setor,Budowa ślizgacza w tym sektorze jest niedozwolona,Парящее судно не может быть создано на этом игровом поле,このプレイフィールドにHVを出すことはできません。,悬浮飞船不可在此区域生成,,,Hava Aracı Çıkarmaya bu oyun alanında izin verilmiyor,Η δημιουργία Οχημάτων Hover δεν επιτρέπεται σε αυτό το πεδίο παιχνιδιού,Zweefschip spawnen niet toegestaan in dit speelveld,
hintBpHvSpawningNotAllowed,Hover Vessels spawning not allowed in this playfield,In diesem Spielfeld dürfen keine Bodengleiter erzeugt werden,Spawn de Hover non autorisé dans cette zone de jeu,La generazione di Hovercraft non è consentita in questo scenario di gioco,No se permite el desove de los Naves de Levitación en este campo de juego,,Naves Planadoras não podem ser criadas neste setor,Budowa ślizgacza w tym sektorze jest niedozwolona,Парящее судно не может быть создано на этом игровом поле,このプレイフィールドにHVを出すことはできません。,悬浮飞船不可在此区域生成,,,Hava Aracı Çıkarmaya bu oyun alanında izin verilmiyor,Η δημιουργία Οχημάτων Hover δεν επιτρέπεται σε αυτό το πεδίο παιχνιδιού,Zweefschip spawnen niet toegestaan in dit speelveld,
igmBAsNotAllowed,Base spawning not allowed in this playfield,In diesem Spielfeld dürfen keine Basen erzeugt werden,Spawn de Base non autorisé dans cette zone de jeu,Non è consentita la generazione di Basi in questo scenario di gioco,El desove de Bases no está permitido en este campo de juego,,Bases não podem ser criadas neste setor,Budowa bazy w tym sektorze jest niedozwolona,База не может быть создана на этом игровом поле,このプレイフィールドにBAを出すことはできません。,基地不可在此区域生成,,,Hazır Üss çıkarmaya bu oyun alanında izin verilmiyor,Η δημιουργία Βάσεων δεν επιτρέπεται σε αυτό το πεδίο παιχνιδιού,Basis spawnen niet toegestaan in dit speelveld,
hintBpBaSpawningNotAllowed,Base spawning not allowed in this playfield,In diesem Spielfeld dürfen keine Basen erzeugt werden,Spawn de Base non autorisé dans cette zone de jeu,Non è consentita la generazione di Basi in questo scenario di gioco,El desove de Bases no está permitido en este campo de juego,,Bases não podem ser criadas neste setor,Budowa bazy w tym sektorze jest niedozwolona,База не может быть создана на этом игровом поле,このプレイフィールドにBAを出すことはできません。,基地不可在此区域生成,,,Üss Oluşturmaya bu oyun alanında izin verilmiyor,Η δημιουργία Βάσεων δεν επιτρέπεται σε αυτό το πεδίο παιχνιδιού,Basis spawnen niet toegestaan in dit speelveld,
igmTelNotActive,The teleporter is not active,Der Teleporter ist deaktivert,Le téléporteur n'est pas actif,Il teletrasporto non è attivo,El Teletransportador no esta Activado,,O teletransportador não esta ativo,Teleporter jest nieaktywny,Телепорт не активен,テレポータは使用不可,传送装置未激活,,,Işınlayıcı aktif değil,Ο Τηλεμεταφορέας είναι τώρα ενεργός,De teleporteerder is niet actief,
igmTelNoTarget,No teleport target set,Kein Ziel für Teleport gesetzt,Aucune destination de téléportation définie,Nessuna destinazione selezionata per il teletrasporto,No hay punto de teletransportación,,O teletransportador não tem um destino definodo,Brak ustawionego celu teleportacji,Нет установлена цель телепорта,テレポートの目的地が設定されていない,未设置传送目的地,,,Işınlanma hedefi yok,Δεν έχει οριστεί στόχος τηλεμεταφοράς,Geen teleporteerdoel ingesteld,
igmTelTelToTarget,Press '{{0}}' to teleport to {0},Drücke '{{0}}' um nach {0} zu teleportieren,Pressez '{{0}}' pour vous téléporter vers: {0},Premi '{{0}}' per teletrasportarti su {0},Presione '{{0}}' para teletransportarse a {0},,Pressione '{{0}}' para de teletransportar para {0},Naciśnij '{{0}}' aby teleportować się do {0},Нажмите '{{0}}' для телепортации к {0},{{0}}' を押すと {0} にテレポート,按 '{{0}}' 传送至 {0},,,{{0}}' tuşuna basarak buraya ışınlanın {0},Πάτησε το '{{0}}' για να τηλεμεταφερθείς στο {0},Druk '{{0}}' om naar {0} te teleporteren,
igmTelTelToLocationAndTarget,Press '{{0}}' to teleport to {0} at {1},Drücke '{{0}}' um nach {0} bei {1} zu teleportieren,Pressez '{{0}}' pour vous téléporter de {0} à {1},Premi '{{0}}' per teletrasportarti su {0} a {1},Presione '{{0}}' para teletransportarse de {0} a {1},,Pressione '{{0}}' para de teletransportar para {0} em {1},Naciśnij '{{0}}' aby teleportować się do {0} w {1},Нажмите '{{0}}' для телепортации к {0} на {1},{{0}}' 押すと、{1} の {0}にテレポート,按 '{{0}}' 传送至 {0} 位于 {1},,,"{{0}}' tuşuna basarak, {1}'da {0}'a ışınlanın",Πάτησε το '{{0}}' για να τηλεμεταφερθείς στο {0} στο σημείο {1},Druk '{{0}}' om naar {0} bij {1} te teleporteren,
